direction,ligand,receptor,sender,receiver,ligand_normal,ligand_disease,receptor_normal,receptor_disease,score_normal,score_disease,delta,delta_log2
lung->heart,SERPINE1,PLAUR,plasma cell,cardiac endothelial cell,0.0,0.0,0.00897294268647757,0.008220322941143336,0.0,0.0,0.0,0.0
lung->heart,SERPINE1,PLAUR,plasma cell,cardiac macrophage,0.0,0.0,0.10652241554811433,0.1167711647936623,0.0,0.0,0.0,0.0
lung->heart,SERPINE1,PLAUR,leukocyte,cardiac fibroblast,0.015453136585472914,0.0044614212502620595,0.03015688239338009,0.013924191819941577,0.00046601842261694584,6.21216852782125e-05,-0.00040389673733873336,-2.8872718321670297
lung->heart,SERPINE1,PLAUR,leukocyte,cardiac endothelial cell,0.015453136585472914,0.0044614212502620595,0.00897294268647757,0.008220322941143336,0.00013866010890775817,3.667432345363359e-05,-0.00010198578545412459,-1.890266493256547
lung->heart,SERPINE1,PLAUR,leukocyte,cardiac macrophage,0.015453136585472914,0.0044614212502620595,0.10652241554811433,0.1167711647936623,0.0016461054368795143,0.0005209653560282979,-0.0011251400808512165,-1.6579069495984464
lung->heart,SERPINE1,PLAUR,endothelial cell of lymphatic vessel,cardiac fibroblast,0.0,0.0,0.03015688239338009,0.013924191819941577,0.0,0.0,0.0,0.0
lung->heart,SERPINE1,PLAUR,endothelial cell of lymphatic vessel,cardiac endothelial cell,0.0,0.0,0.00897294268647757,0.008220322941143336,0.0,0.0,0.0,0.0
lung->heart,SERPINE1,PLAUR,endothelial cell of lymphatic vessel,cardiac macrophage,0.0,0.0,0.10652241554811433,0.1167711647936623,0.0,0.0,0.0,0.0
lung->heart,SERPINE1,LRP1,"CD4-positive, alpha-beta T cell",cardiac fibroblast,0.00016163316750689134,0.0008944664573768144,0.0,0.0,0.0,0.0,0.0,0.0
lung->heart,SERPINE1,LRP1,"CD4-positive, alpha-beta T cell",cardiac endothelial cell,0.00016163316750689134,0.0008944664573768144,0.0,0.0,0.0,0.0,0.0,0.0
