location_name,ASPR_1990,ASPR_2021,cases_1990,cases_2021
Switzerland,9.49738550118,16.98855587507,1039.203750649912,3244.2707294848988
Syrian Arab Republic,9.89040773104,11.47184475764,496.71246132329776,1311.1693734469145
Taiwan (Province of China),28.74078524845,33.28695434892,3465.427079271171,14686.092206239258
Tajikistan,16.48074990937,11.68308627684,448.2507202989335,600.9667594553486
Thailand,66.83847265709,41.10828179795,19510.35534264309,43993.18323699262
Timor-Leste,28.99242464023,24.57801227006,52.68050018133077,179.47623734593722
Togo,45.75238725817,35.97824133928,524.4192118751872,1230.8087823044823
Tokelau,28.245701402340003,23.66957319998,0.3393375321583124,0.3541851343290508
Tonga,49.4943378851,39.28630511544,22.21994452364166,29.6576094992905
Trinidad and Tobago,7.011954519520001,9.84743887237,54.64177673130437,185.94083445349983
Tunisia,10.19989941483,11.30036171344,471.9232453372329,1383.788940949299
Turkey,32.17112841516,36.19799022868,10104.103010302562,32172.28626427776
Turkmenistan,10.63369273847,3.96617686933,176.0759971164888,139.66393167439173
Tuvalu,30.39523556448,21.56470940369,1.422416101846623,1.782675767381119
Uganda,60.04785148382,42.5383215617,3547.905149022796,5794.784380597555
Ukraine,16.788853919810002,7.84313805712,11508.464378554248,6272.164371966941
United Arab Emirates,18.0614495795,20.50130390126,108.06794239154246,904.586552978672
United Kingdom,16.434364054419998,24.83558977348,16003.107678177152,36173.463974360086
United Republic of Tanzania,58.8478271587,41.80629121918,5742.340675133987,9864.881924388555
United States Virgin Islands,6.808995004800001,7.6513021085,4.73916772055232,15.010648319479396
United States of America,25.18730392146,39.44362300308,84956.58580722875,247349.6390768365
Uruguay,16.4345506821,25.01181825015,638.5849862632923,1471.9067828383509
Uzbekistan,9.93720147432,3.19580694921,1116.4669811750446,697.1933052037786
Vanuatu,39.87378416731,29.80138662848,16.537229613542635,35.49549400854779
Venezuela (Bolivarian Republic of),10.58967792795,15.31972472526,905.4671582803182,4262.831717734429
Viet Nam,34.15820962023,31.30411186319,12187.285152241871,25773.5998479408
Yemen,12.04547463374,11.47427090223,545.4019239397986,1580.9530359410733
Zambia,46.00837844641,37.07799441268,1169.8224037913333,2297.8096207783938
Zimbabwe,56.02079826674,46.93709463008,2001.9483172237265,2813.99670988408
