"phenocode","phenotype","category","pval","beta_altC","sebeta","mlogp","maf","n_case","n_control","bonferroni_sig","fdr","rank"
"D3_CVIDNAS","Other or unspecified common variable immunodeficiency","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",0.0425294728797664,0.322152,0.158829,1.37131,0.213193,118,492311,FALSE,0.0482774669588755,133
"M13_ARTHROSIS_KNEE","Gonarthrosis","XIII Diseases of the musculoskeletal system and connective tissue (M13_)",0.0434360175570799,0.0165792,0.00820955,1.36215,0.212848,61356,315115,FALSE,0.0482774669588755,134
"E4_LIPODEF","Lipoprotein deficiency","IV Endocrine, nutritional and metabolic diseases (E4_)",0.0435893105643165,-0.419529,0.207892,1.36062,0.213392,68,420066,FALSE,0.0482774669588755,135
"G6_SLEEPAPNO","Sleep apnoea","VI Diseases of the nervous system (G6_)",0.0439977026202603,-0.0157728,0.00783115,1.35657,0.213241,56885,441137,FALSE,0.0482774669588755,136
"M13_ARTHROPATHIES","Arthropathies","XIII Diseases of the musculoskeletal system and connective tissue (M13_)",0.0440392586991011,0.0106487,0.0052881,1.35616,0.213207,185233,315115,FALSE,0.0482774669588755,137
"M13_CALCIFICTEND","Calcific tendinitis of shoulder","XIII Diseases of the musculoskeletal system and connective tissue (M13_)",0.044136714346344,0.0726401,0.0360892,1.3552,0.212755,2319,357549,FALSE,0.0482774669588755,138
"C3_SMALL_INTESTINE_NEUROENDOCRINE_EXALLC","Neuroendocrine tumor and carcinoma of small intestine, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",0.0444314002302947,0.165259,0.0822188,1.35231,0.2134,442,378749,FALSE,0.0482774669588755,139
"KELA_DIAB_INSUL_EXMORE","Diabetes, insulin treatment (Kela reimbursement) (more control exclusions)","Diabetes endpoints",0.0445707559422855,-0.0146317,0.00728424,1.35095,0.213236,77557,403479,FALSE,0.0482774669588755,140
"J10_LOWCHRON","Chronic lower respiratory diseases","X Diseases of the respiratory system (J10_)",0.0447837029026411,0.0128735,0.00641533,1.34888,0.213207,91278,409070,FALSE,0.0482774669588755,141
"CD2_BENIGN_RIBS_STERNUM_CLAVICLE","Benign neoplasm: Ribs, sternum and clavicle","II Neoplasms from hospital discharges (CD2_)",0.0462732496560653,-0.381001,0.19118,1.33467,0.213207,81,500267,FALSE,0.0495319292093093,142
"C3_THYMUS_EXALLC","Malignant neoplasm of thymus, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",0.046862990599764,0.300798,0.151342,1.32917,0.213384,131,378749,FALSE,0.04971822159936,143
"I9_THAORTANEUR","Thoracic aortic aneurysm","IX Diseases of the circulatory system (I9_)",0.04711725706219,-0.0487262,0.0245442,1.32682,0.213283,5108,463106,FALSE,0.04971822159936,144
"CHRONIC_DRUGADVERS_INTERSTITIAL_LUNG_DISORD","Chronic drug-induced interstitial lung disorders","X Diseases of the respiratory system (J10_)",0.0474285666572842,0.475506,0.239857,1.32396,0.213207,51,500297,FALSE,0.04971822159936,145
"C3_KIDNEY_CHROMOPHOBE_EXALLC","Chromophobe cell carcinoma of kidney, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",0.0481393254000145,-0.276697,0.140019,1.3175,0.213347,153,378749,FALSE,0.0499712254700487,146
"L12_URTICA_DERTMATOG","Dermatographic urticaria","XII Diseases of the skin and subcutaneous tissue (L12_)",0.0485176771219257,0.0672336,0.0340802,1.3141,0.213141,2596,482901,FALSE,0.0499712254700487,147
"H7_CENTRRETARTOCC","Central retinal artery occlusion","VII Diseases of the eye and adnexa (H7_)",0.0487674446805733,0.125269,0.0635684,1.31187,0.213122,746,455449,FALSE,0.0499712254700487,148
"CD2_BENIGN_CHOROID","Benign neoplasm: Choroid","II Neoplasms from hospital discharges (CD2_)",0.0490862663948428,-0.0759458,0.0385935,1.30904,0.213207,2024,498324,FALSE,0.0499712254700487,149
"D3_ANAEMIAINCHRONICDISEASE","Anaemia in chronic diseases classified elsewhere","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",0.0498069559749252,-0.120109,0.0612299,1.30271,0.213172,805,479581,FALSE,0.0499712254700487,150
"D3_ACQPUREREDCLLAPLASIA","Acquired pure red cell aplasia [erythroblastopenia]","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",0.0499367184900557,0.270561,0.138006,1.30158,0.213225,154,479581,FALSE,0.0499712254700487,151
"F5_BIPO","Bipolar affective disorders","V Mental and behavioural disorders (F5_)",0.0499712254700487,-0.0383835,0.0195813,1.30128,0.213331,8946,434831,FALSE,0.0499712254700487,152
"AB1TUBERCU_MILIARY","Miliary tuberculosis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,60,497285,NA,NA,153
"AB1_ACTINOMYCOSIS","Actinomycosis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,124,439048,NA,NA,154
"AB1_AMOEBIASIS","Amoebiasis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,197,444292,NA,NA,155
"AB1_ANOGENITAL_HERPES_SIMPLEX","Anogenital herpesviral [herpes simplex] infection","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,2510,485458,NA,NA,156
"AB1_ASPERGILLOSIS","Aspergillosis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,260,488977,NA,NA,157
"AB1_BACTINF_NOS","Bacterial infection, other or unspecified","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,25506,439048,NA,NA,158
"AB1_BACT_BIR_OTHER_INF_AGENTS","Bacterial, viral and other infectious agents","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,3521,496827,NA,NA,159
"AB1_BACT_INTEST_OTH","Other bacterial intestinal infections","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,7671,444292,NA,NA,160
"AB1_CANDIDIASIS","Candidiasis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,5341,488977,NA,NA,161
"AB1_CHLAMYDIA_OTHER","Other sexually transmitted chlamydial diseases","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,2782,485458,NA,NA,162
"AB1_CHOLERA","Cholera","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,1571,444292,NA,NA,163
"AB1_DENGUE_FEVER","Dengue fever [classical dengue]","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,64,496577,NA,NA,164
"AB1_DIBTHERIA","Diphtheria","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,54,439048,NA,NA,165
"AB1_EARLY_SYPHILIS","Early syphilis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,394,485458,NA,NA,166
"AB1_EBV","Infectious mononucleosis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,3838,486087,NA,NA,167
"AB1_ENTEROBIASIS","Enterobiasis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,145,499726,NA,NA,168
"AB1_ERYSIPELAS","Erysipelas","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,27918,439048,NA,NA,169
"AB1_GASTROENTERITIS_NOS","Diarrhoea and gastroenteritis of presumed infectious origin","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,39997,444292,NA,NA,170
"AB1_HELMINTIASES","Helminthiases","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,622,499726,NA,NA,171
"AB1_HEPATITIS_A","Acute hepatitis A","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,148,497572,NA,NA,172
"AB1_HEPATITIS_B","Acute hepatitis B","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,148,497572,NA,NA,173
"AB1_HERPES_SIMPLEX","Herpesviral [herpes simplex] infections","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,4677,480316,NA,NA,174
"AB1_HIV_INFECT_PARASITES","Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,78,499754,NA,NA,175
"AB1_HIV_NOS","Unspecified human immunodeficiency virus [HIV] disease","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,299,499754,NA,NA,176
"AB1_INTESTINAL_INFECTIONS","Intestinal infectious diseases","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,56056,444292,NA,NA,177
"AB1_LATE_SYPHILIS","Late syphilis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,431,485458,NA,NA,178
"AB1_LISTERIOSIS","Listeriosis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,150,439048,NA,NA,179
"AB1_LYME","Lyme disease","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,10516,489832,NA,NA,180
"AB1_MALARIA","Malaria","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,170,499430,NA,NA,181
"AB1_MALARIA_FALCIPARIUM","Plasmodium falciparum malaria","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,80,499430,NA,NA,182
"AB1_MALARIA_NOS","Other parasitologically confirmed or unspecified malaria","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,75,499430,NA,NA,183
"AB1_MENINGOCOCCAL","Meningococcal infection","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,282,439048,NA,NA,184
"AB1_MUMPS","Mumps","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,995,486087,NA,NA,185
"AB1_MYCOSES","Mycoses","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,11371,488977,NA,NA,186
"AB1_MYSOSIS_NOS","Other mycoses, not elsewhere classified/unspecified","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,99,488977,NA,NA,187
"AB1_OTHER_BACTERIAL","Other bacterial diseases","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,61300,439048,NA,NA,188
"AB1_OTHER_BACT_INOTHER","Other bacterial agents as the cause of diseases classified to other chapters","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,346,496827,NA,NA,189
"AB1_OTHER_CESTODE","Other cestode infections","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,121,499726,NA,NA,190
"AB1_OTHER_CHLAMYDIAE","Other diseases caused by chlamydiae","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,426,499922,NA,NA,191
"AB1_OTHER_CONDITIONS","Human immunodeficiency virus [HIV] disease resulting in other conditions","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,530,499754,NA,NA,192
"AB1_OTHER_INFECTIONS","Other infectious diseases","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,3031,497317,NA,NA,193
"AB1_OTHER_INFESTATIONS","Other infestations","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,71,498117,NA,NA,194
"AB1_OTHER_MOSQUITO_FEVER","Other mosquito-borne viral fevers","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,75,496577,NA,NA,195
"AB1_OTHER_MYCOBAC","Infection due to other mycobacteria","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,534,439048,NA,NA,196
"AB1_OTHER_PROTOZOAL","Other protozoal intestinal diseases","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,497,444292,NA,NA,197
"AB1_OTHER_SEPSIS","Other septicaemia","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,17133,439048,NA,NA,198
"AB1_OTHER_SPIROCHAETAL","Other spirochaetal diseases","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,10678,489670,NA,NA,199
"AB1_OTHER_SUPERF_MYCOSIS","Other superficial mycoses","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,742,488977,NA,NA,200
"AB1_OTHER_VIRAL","Other viral diseases","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,14261,486087,NA,NA,201
"AB1_PARASITIC_NOS","Unspecified parasitic disease","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,286,498117,NA,NA,202
"AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST","Pediculosis, acariasis and other infestations","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,2231,498117,NA,NA,203
"AB1_PEDICULOSIS_AND_PHTHIRIAASIS","Pediculosis and phthiriasis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,109,498117,NA,NA,204
"AB1_PNEUMOCYSTOSIS","Pneumocystosis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,513,499430,NA,NA,205
"AB1_POLIOMYELITIS","Acute poliomyelitis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,469,497501,NA,NA,206
"AB1_PROTOZOAL","Protozoal diseases","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,918,499430,NA,NA,207
"AB1_RELAP_FEVER","Relapsing fevers","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,74,489670,NA,NA,208
"AB1_RESP_TUBERCU_CONF","Respiratory tuberculosis, confirmed","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,689,497285,NA,NA,209
"AB1_RESP_TUBERCU_NONCONF","Respiratory tuberculosis, not confirmed","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,1638,497285,NA,NA,210
"AB1_RICKETTSIOSES","Rickettsioses","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,61,500287,NA,NA,211
"AB1_RUBELLA","Rubella [German measles]","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,1264,480316,NA,NA,212
"AB1_SALMONELLA_OTH","Other salmonella infections","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,1411,444292,NA,NA,213
"AB1_SCABIES","Scabies","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,1690,498117,NA,NA,214
"AB1_SCARLET_FEVER","Scarlet fever","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,257,439048,NA,NA,215
"AB1_SEQULAE_INF_NOS","Sequelae of other and unspecified infectious and parasitic diseases","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,2203,497160,NA,NA,216
"AB1_SEQULAE_POLIO","Sequelae of poliomyelitis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,265,497160,NA,NA,217
"AB1_SEQULAE_TUBERCU","Sequelae of tuberculosis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,727,497160,NA,NA,218
"AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES","Sequelae of infectious and parasitic diseases","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,3188,497160,NA,NA,219
"AB1_SEXUAL_TRANSMISSION","Infections with a predominantly sexual mode of transmission","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,14890,485458,NA,NA,220
"AB1_SEXUAL_TRANSMISSION_NOS","Other predominantly sexually transmitted diseases, not elsewhere classified","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,7854,485458,NA,NA,221
"AB1_SHIGELLOSIS","Shigellosis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,109,444292,NA,NA,222
"AB1_STREPTO_SEPSIS","Streptococcal septicaemia","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,3239,439048,NA,NA,223
"AB1_STREPTSTAPHYCOCC_INOTHER","Streptococcus and staphylococcus as the cause of diseases classified to other chapters","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,195,496827,NA,NA,224
"AB1_SYPHILIS","Syphilis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,869,485458,NA,NA,225
"AB1_SYPHILIS_NOS","Other and unspecified syphilis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,87,485458,NA,NA,226
"AB1_TICK_BORNE_ENCEPHALITIS","Tick-borne viral encephalitis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,122,497501,NA,NA,227
"AB1_TOXOPLASMOSIS","Toxoplasmosis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,199,499430,NA,NA,228
"AB1_TRICHOMONIASIS","Trichomoniasis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,274,485458,NA,NA,229
"AB1_TUBERCULOSIS","Tuberculosis, wide","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,3063,497285,NA,NA,230
"AB1_TUBERCU_OTH_ORG","Tuberculosis of other organs, strict","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,881,497285,NA,NA,231
"AB1_TULARAEMIA","Tularaemia","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,451,499698,NA,NA,232
"AB1_TYPHOIDPARATHYPHOID","Typhoid and paratyphoid fevers","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,161,444292,NA,NA,233
"AB1_VARICELLA","Varicella [chickenpox]","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,1808,480316,NA,NA,234
"AB1_VIRAAL_CONJUNCT","Viral conjunctivitis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,766,486087,NA,NA,235
"AB1_VIRAL_ENCEPHALITIS_NOS","Viral encephalitis, not elsewhere classified/unspecified","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,704,497501,NA,NA,236
"AB1_VIRAL_HEMOR_FEVER_NOS","Viral haemorrhagic fevers, not elsewhere classified/unspecified","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,3042,496577,NA,NA,237
"AB1_VIRAL_HEPATITIS","Viral hepatitis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,2776,497572,NA,NA,238
"AB1_VIRAL_INOTHER","Viral agents as the cause of diseases classified to other chapters","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,752,496827,NA,NA,239
"AB1_VIRAL_NOS","Other viral diseases, not elsewhere classified","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,8325,486087,NA,NA,240
"AB1_VIRAL_OTHER_INTEST_INFECTIONS","Viral and other specified intestinal infections","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,11050,444292,NA,NA,241
"AB1_VIRAL_SKIN_MUCOUS_MEMBRANE","Viral infections characterized by skin and mucous membrane lesions","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,20032,480316,NA,NA,242
"AB1_VIRAL_SKIN_NOS","Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,1449,480316,NA,NA,243
